fichier,titre,auteur,langue,genre,groupe,inclus,raison_exclusion,dossier
_OceanofPDF.com_To_the_Blight_-_Jordan_Robert.epub,To the Blight,Jordan Robert,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_remains_of_the_day_-_Kazou_ishiguro.pdf,The remains of the day,Kazou ishiguro,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_Pillars_of_the_Earth_-_Ken_Follet.pdf,Pillars of the Earth,Ken Follet,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_The_Husband_-_Koontz_Dean_Ray.epub,The Husband,Koontz Dean Ray,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_The_Creek_the_Crone_and_the_Crow_-_Leah_Weiss.epub,The Creek the Crone and the Crow,Leah Weiss,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Pythons_Kiss_Stories_-_Louise_Erdrich.epub,Pythons Kiss Stories,Louise Erdrich,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Black_Bag_-_Luke_Kennard.epub,Black Bag,Luke Kennard,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
Liminal_-_Lyla_Andrews.epub,Liminal,Lyla Andrews,EN,fiction-other,EN-UNCLASSIFIED,OUI,,racine
_OceanofPDF.com_Alias_Grace_-_Margaret_Atwood.epub,Alias Grace,Margaret Atwood,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_A_Handmaids_Tale_-_Margaret_Atwood.epub,A Handmaids Tale,Margaret Atwood,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_The_Train_Now_Departing_-_Martha_Grimes.pdf,The Train Now Departing,Martha Grimes,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_A_Beautiful_Loan_-_Mary_Costello.epub,A Beautiful Loan,Mary Costello,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
Toni-Morrison.-Beloved.pdf,Toni,Morrison.-Beloved,EN,fiction-other,EN-UNCLASSIFIED,OUI,,racine
_OceanofPDF.com_The_Wish_-_Nicolas_Sparks.epub,The Wish,Nicolas Sparks,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_Postmortem_-_Patricia_Daniels_Cornwell.epub,Postmortem,Patricia Daniels Cornwell,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
The_Gangalee_Girl_-_Priya_White.epub,The Gangalee Girl,Priya White,EN,fiction-other,EN-UNCLASSIFIED,OUI,,racine
_OceanofPDF.com_Dragons_-_R_A_Salvatore.epub,Dragons,R A Salvatore,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Neverwinter_2011_-_R_A_Salvatore.epub,Neverwinter 2011,R A Salvatore,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Legend_of_Drizzt_The_Collected_Stories_-_R_A_Salvatore.epub,The Legend of Drizzt The Collected Stories,R A Salvatore,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Finest_Edge_of_Twilight_-_RA_Salvatore.epub,The Finest Edge of Twilight,RA Salvatore,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Cathedral_-_Raymond_Carver.pdf,Cathedral,Raymond Carver,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_What_We_Talk_About_When_We_Talk_About_Love_-_Raymond_Carver.epub,What We Talk About When We Talk About Love,Raymond Carver,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_DIE_TRYING_-_Riviani.epub,DIE TRYING,Riviani,EN,fiction-other,EN-UNCLASSIFIED,OUI,,nouverau livre EN
_OceanofPDF.com_A_Memory_of_Light_-_Robert_Jordan.epub,A Memory of Light,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_New_Spring_-_Robert_Jordan.epub,New Spring,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Dragon_Reborn_-_Robert_Jordan.epub,The Dragon Reborn,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Fallon_Blood_-_Robert_Jordan.epub,The Fallon Blood,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Fallon_Pride_-_Robert_Jordan.epub,The Fallon Pride,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_Great_Hunt_-_Robert_Jordan.epub,The Great Hunt,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Towers_of_Midnight_-_Robert_Jordan.epub,Towers of Midnight,Robert Jordan,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
ESCnCTRL_-_Steve_Hollyman.epub,ESCnCTRL,Steve Hollyman,EN,fiction-other,EN-UNCLASSIFIED,OUI,,racine
_OceanofPDF.com_Needles_Eye_-_Wieslaw_Mysliwski.epub,Needles Eye,Wieslaw Mysliwski,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_Upward_bound_-_Woody_Brown.epub,Upward bound,Woody Brown,EN,fiction-other,EN-UNCLASSIFIED,OUI,,livre anglais en plus 2 eme salve
_OceanofPDF.com_The_wheel_of_time_01-14_series_collection_-_Robert_Jordan.epub,The wheel of time 01,14 series collection - Robert Jordan,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,livre anglais en plus 2 eme salve
_OceanofPDF.com_A_Grant_County_Collection_4-6_-_Karin_Slaughter.epub,A Grant County Collection 4,6 - Karin Slaughter,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Being_and_the_Meaning_of_Life_-_A_H_Almaas.epub,Being and the Meaning of Life,A H Almaas,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Apartamento_16_Spanish_Edition_-_Adam_Nevill.epub,Apartamento 16,Adam Nevill,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Harlow_Spanish_Edition_-_Aja_Foxx.epub,Harlow,Aja Foxx,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Hogwarts_A_History_-_Alarm_Eighteen.pdf,Hogwarts A History,Alarm Eighteen,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Cachondas_Spanish_Edition_-_Alba_M_Hernandez.epub,Cachondas,Alba M Hernandez,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_cuaderno_prohibido_Spanish_Edition_-_Alba_de_Cespedes.epub,El cuaderno prohibido,Alba de Cespedes,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Correspondance_French_Edition_-_Albert_Camus.epub,Correspondance,Albert Camus,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Die_Pest_-_Albert_Camus.pdf,Die Pest,Albert Camus,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
El_extranjero_-_Albert_Camus.epub,El extranjero,Albert Camus,ES,EXCLUDED,EXCLUDED,NON,Spanish,racine
El_mito_de_Sisifo_Spanish_Edition_-_Albert_Camus.pdf,El mito de Sisifo,Albert Camus,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_primer_hombre_Spanish_Edition_-_Albert_Camus.epub,El primer hombre,Albert Camus,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Le_malentendu_suivi_de_Caligula_-_Albert_Camus.pdf,Le malentendu suivi de Caligula,Albert Camus,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Le_mythe_de_Sisyphe_French_Edition_-_Albert_Camus.epub,Le mythe de Sisyphe,Albert Camus,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Reflections_on_the_Guillotine_-_Albert_Camus.pdf,Reflections on the Guillotine,Albert Camus,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
The_Complete_Notebooks_-_Albert_Camus.epub,The Complete Notebooks,Albert Camus,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Krampus_for_cristmass_Spanish_Edition_-_Alexandra_st_pierre.epub,Krampus for cristmass,Alexandra st pierre,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
La_condition_humaine_-_Andre_Malraux.epub,La condition humaine,Andre Malraux,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_ano_en_que_hablamos_con_el_mar_Spanish_Edition_-_Andres_montero.epub,El ano en que hablamos con el mar,Andres montero,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Under_the_scars_Spanish_Edition_-_Ariel_Anderson.epub,Under the scars,Ariel Anderson,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_Verdugo_de_Gaudi_Spanish_Edition_-_Aro_Sainz_de_la_Maza.epub,El Verdugo de Gaudi,Aro Sainz de la Maza,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Profiles_of_the_future_-_Arthur_C_Clarke.pdf,Profiles of the future,Arthur C Clarke,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
_OceanofPDF.com_The_Sixth_Science_Fiction_Megapack_-_Arthur_C_Clarke.epub,The Sixth Science Fiction Megapack,Arthur C Clarke,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Space_Trilogy_Omnibus_-_Arthur_C_Clarke.epub,The Space Trilogy Omnibus,Arthur C Clarke,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Belonging_to_the_World_-_Barry_Hoffner.epub,Belonging to the World,Barry Hoffner,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Be_Afraid_-_Be_Very_Afraid_-_RL_Stine.pdf,Be Afraid,Be Very Afraid - RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Princesas_Olvidadas_o_desconocidas_Spanish_Edition_-_Benjamin_Lacombe.pdf,Princesas Olvidadas o desconocidas,Benjamin Lacombe,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_The_Detective_DD_Warren_Series_5-Book_Bundle_-_Lisa_Gardner.epub,The Detective DD Warren Series 5,Book Bundle - Lisa Gardner,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_FBI_Profiler_Series_6-Book_Bundle_-_Lisa_Gardner.epub,The FBI Profiler Series 6,Book Bundle - Lisa Gardner,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Brandon_Sandersons_Fantasy_Firsts_-_Brandon_Sanderson.epub,Brandon Sandersons Fantasy Firsts,Brandon Sanderson,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
El_pequeno_libro_del_duelo_Spanish_Edition_-_Camila_Sodi.epub,El pequeno libro del duelo,Camila Sodi,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
V_Spanish_Edition_-_Carlos_martin_ramirez.pdf,V,Carlos martin ramirez,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
La_novia_equivocada_Spanish_Edition_-_Catherina_Maura.epub,La novia equivocada,Catherina Maura,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Collected_Short_Fiction_-_Chet_Williamson.epub,Collected Short Fiction,Chet Williamson,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Desirer_la_violence__ceux_que_la_pop_culture_nous_apprend_a_aimer_French_Edition_-_Chloe_Thibaud.epub,Desirer la violence ceux que la pop culture nous apprend a aimer,Chloe Thibaud,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Las_chicas_gilmore_Spanish_Edition_-_Comienzo_Clark.epub,Las chicas gilmore,Comienzo Clark,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
The_Psychology_of_Being_Chosen_Identity_Attention_and_Self-Concept_and_Manifestation_-_Anushka_Srivastava.epub,The Psychology of Being Chosen Identity Attention and Self,Concept and Manifestation - Anushka Srivastava,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Titik_Muslihat_-_Dan_Brown.pdf,Titik Muslihat,Dan Brown,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Elite_plateada_Spanish_Edition_-_Dani_Francis.epub,Elite plateada,Dani Francis,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Coldfire_The_Key_To_Midnight_Hideaway_-_Dean_Koontz.epub,Coldfire The Key To Midnight Hideaway,Dean Koontz,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Lightning_the_Face_of_Fear_the_Vision_-_Dean_Koontz.pdf,Lightning the Face of Fear the Vision,Dean Koontz,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Three_Complete_Novels_The_House_of_Thunder_Shadowfires_Midnight_-_Dean_Koontz.epub,Three Complete Novels The House of Thunder Shadowfires Midnight,Dean Koontz,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Three_Complete_Novels_The_Servants_of_Twilight__Darkfall__Phantoms_-_Dean_Koontz.pdf,Three Complete Novels The Servants of Twilight Darkfall Phantoms,Dean Koontz,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Son_of_Trevor_Lynchs_White_Nationalist_Guide_to_the_Movies_-_Derek_Hawthorne.pdf,Son of Trevor Lynchs White Nationalist Guide to the Movies,Derek Hawthorne,UNKNOWN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Forastera_Saga_Outlander_1_Spanish_Edition_-_Diana_Gabaldon.epub,Forastera Saga Outlander 1,Diana Gabaldon,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Fifty_Shades_as_Told_by_Christian_Trilogy_-_E_L_James.epub,Fifty Shades as Told by Christian Trilogy,E L James,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Donkerder_-_EL_James.pdf,Donkerder,EL James,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Edith_Wharton__The_Complete_Collection_-_Edith_Wharton.epub,Edith Wharton The Complete Collection,Edith Wharton,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
A_Love_Story_-_Emile_Zola (1).epub,A Love Story,Emile Zola,UNKNOWN,EXCLUDED,EXCLUDED,NON,duplicate,racine
El_arte_de_morir_Spanish_Edition_-_Emile_Zola.epub,El arte de morir,Emile Zola,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_sueno_Spanish_Edition_-_Emile_Zola.epub,El sueno,Emile Zola,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Il_denaro_Italian_Edition_-_Emile_Zola.epub,Il denaro Italian Edition,Emile Zola,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
La_Tierra_Spanish_Edition_-_Emile_Zola.epub,La Tierra,Emile Zola,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Verdad_Spanish_Edition_-_Emile_Zola.epub,Verdad,Emile Zola,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
El_vientre_de_Paris_Spanish_Edition_-_Emilie_Zola.epub,El vientre de Paris,Emilie Zola,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
terror_in_winnipeg_Spanish_Edition_-_Eric_Wilson.pdf,terror in winnipeg,Eric Wilson,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Lorna_Spanish_Edition_-_Erika_Hav.epub,Lorna,Erika Hav,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Acquired_Language_disorders_Spanish_Edition_-_Evelyn_R_Klein.epub,Acquired Language disorders,Evelyn R Klein,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Fuego_cruzado_la_primavera_de_1936_Spanish_Edition_-_Fernando_del_Rey.epub,Fuego cruzado la primavera de 1936,Fernando del Rey,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
LOS_TIEMPOS_MALDITOS_Spanish_Edition_-_Francisco_Martin_Moreno.epub,LOS TIEMPOS MALDITOS,Francisco Martin Moreno,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Proximos_dias_Spanish_Edition_-_Francisco_Ortega.epub,Proximos dias,Francisco Ortega,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Los_ultimos_dias_de_Clayton_and_Co_Spanish_Edition_-_Fransica_Solar.epub,Los ultimos dias de Clayton and Co,Fransica Solar,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Billy_Budd_marinaio_-_Hermann_Melville.epub,Billy Budd marinaio,Hermann Melville,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Quelques_mois_dans_ma_vie_French_Edition_-_Houellebecq.pdf,Quelques mois dans ma vie,Houellebecq,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Les_feuilles_dautomne_French_Edition_-_Hugo_victor.pdf,Les feuilles dautomne,Hugo victor,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Cascara_de_Nuez_Spanish_Edition_-_Ian_McEwan.epub,Cascara de Nuez,Ian McEwan,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Saturday_-_Ian_McEwan (1).epub,Saturday,Ian McEwan,EN,EXCLUDED,EXCLUDED,NON,duplicate,nouverau livre EN
Titeres_de_la_magia_Spanish_Edition_-_Iria_G_Parente_y_Selene_M_Pascual.epub,Titeres de la magia,Iria G Parente y Selene M Pascual,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Asimovs_Treasury_of_Humor_-_Isaac_Asimov.pdf,Asimovs Treasury of Humor,Isaac Asimov,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
_OceanofPDF.com_Robos_e_Imperio_-_Isaac_Asimov.epub,Robos e Imperio,Isaac Asimov,ES,EXCLUDED,EXCLUDED,NON,Spanish,nouverau livre EN
_OceanofPDF.com_Space_Shuttles_-_Isaac_Asimov.pdf,Space Shuttles,Isaac Asimov,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
_OceanofPDF.com_The_Roman_Republic_-_Isaac_Asimov.pdf,The Roman Republic,Isaac Asimov,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
Alguien_mejor_que_tu_Spanish_Edition_-_Isabella_Marin.epub,Alguien mejor que tu,Isabella Marin,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
The_Peoples_Friend_Pocket_Novel_-_Issue_1065_2026_-_The_Peoples_Friend_Pocket_Novel.pdf,The Peoples Friend Pocket Novel,Issue 1065 2026 - The Peoples Friend Pocket Novel,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
_OceanofPDF.com_From_the_wizarding_archives_volume_2_curated_writing_from_the_world_of_harry_potter_-_J_K_Rowling.epub,From the wizarding archives volume 2 curated writing from the world of harry potter,J K Rowling,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Pocket_Potters_Hermione_Granger_-_J_K_Rowling.epub,Pocket Potters Hermione Granger,J K Rowling,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Hogwarts_Collection_-_J_K_Rowling.epub,The Hogwarts Collection,J K Rowling,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Semantic_error_T2_French_Edition_-_J_Soori.epub,Semantic error T2,J Soori,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
_OceanofPDF.com_Harry_Potter_and_the_Goblet_of_Fire_The_Illustrated_Edition_-_JK_Rowling.epub,Harry Potter and the Goblet of Fire The Illustrated Edition,JK Rowling,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Pocket_Potters_-_JK_Rowling.epub,Pocket Potters,JK Rowling,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_From_the_Wizarding_Archive_-_JK_Rowling_Evanna_Lynch.epub,From the Wizarding Archive,JK Rowling Evanna Lynch,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Call_of_the_Wild_and_White_Fang_-_Jack_London (1).epub,The Call of the Wild and White Fang,Jack London,EN,EXCLUDED,EXCLUDED,NON,duplicate,nouverau livre EN
Prohibido_creer_en_historias_de_amor_Spanish_Edition_-_Javier_Ruescas.epub,Prohibido creer en historias de amor,Javier Ruescas,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Lexistentialisme_est_un_humanisme_French_Edition_-_Jean_Paul_Sartre.epub,Lexistentialisme est un humanisme,Jean Paul Sartre,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Obsidian_Spanish_Edition_-_Jennifer_L_Armentroutova.pdf,Obsidian,Jennifer L Armentroutova,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_The_Best_American_Short_Stories_of_the_Century_-_John_Updike.epub,The Best American Short Stories of the Century,John Updike,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Same_Door_-_John_Updike.epub,The Same Door,John Updike,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Tossing_and_Turning_-_John_Updike.epub,Tossing and Turning,John Updike,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_The_Crimes_That_Inspired_Agatha_Christie_-_Jonathan_Oates.epub,The Crimes That Inspired Agatha Christie,Jonathan Oates,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
Le_voyage_de_lespoir_T1_French_Edition_-_Josee_Ouimet (1).epub,Le voyage de lespoir T1,Josee Ouimet,FR,EXCLUDED,EXCLUDED,NON,duplicate,racine
Les_Contes_Interdits_-_La_Petite_Fille_Aux_Allumettes_Volume_2_French_Edition_-_David_Bedard.epub,Les Contes Interdits,La Petite Fille Aux Allumettes Volume 2 French Edition - David Bedard,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
_OceanofPDF.com_How_to_Write_a_Mystery_-_Lee_Child.epub,How to Write a Mystery,Lee Child,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
_OceanofPDF.com_Reacher_the_stories_behind_the_stories_-_Lee_Child.epub,Reacher the stories behind the stories,Lee Child,EN,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,nouverau livre EN
Omega_for_Rent_Spanish_Edition_-_Liam_Kingsley.epub,Omega for Rent,Liam Kingsley,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
The_Complete_Rougon-Macquart_Cycle_-_EMile_Zola.epub,The Complete Rougon,Macquart Cycle - EMile Zola,UNKNOWN,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Dead_Reckoning_Spanish_Edition_-_Maia_Dylan.epub,Dead Reckoning,Maia Dylan,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
La_casa_de_hojas_Spanish_Edition_-_Mark_Z_Danielewski.epub,La casa de hojas,Mark Z Danielewski,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Scarlett_Spanish_Edition_-_Meera_Kean.epub,Scarlett,Meera Kean,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Culpa_mia_Spanish_Edition_-_Mercedes_Roon.epub,Culpa mia,Mercedes Roon,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_American_Hagwon_-_Min_Jin_Lee (1).pdf,American Hagwon,Min Jin Lee,EN,EXCLUDED,EXCLUDED,NON,duplicate,livre anglais en plus 2 eme salve
Commando_papa_French_Edition_-_Neil_Sinclair.pdf,Commando papa,Neil Sinclair,FR,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Dejar_de_ser_trans_Spanish_Edition_-_Nicolas_Raveau.epub,Dejar de ser trans,Nicolas Raveau,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
La_bailarina_Spanish_Edition_-_Ogai_mori.epub,La bailarina,Ogai mori,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Enders_Game_Boxed_Set_-_Orson_Scott_Card.epub,Enders Game Boxed Set,Orson Scott Card,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
Una_cabeza_llena_de_fantasmas_Spanish_Edition_-_Paul_Tremblay.epub,Una cabeza llena de fantasmas,Paul Tremblay,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
Melite_French_Edition_-_Pierre_Corneille.epub,Melite,Pierre Corneille,FR,EXCLUDED,EXCLUDED,NON,specific-exclusion,racine
Emilio_Zola_-_Por_una_noche_de_amor_Spanish_Edition_-_Usuario.epub,Emilio Zola,Por una noche de amor Spanish Edition - Usuario,ES,EXCLUDED,EXCLUDED,NON,non-fiction/ES/metadata,racine
_OceanofPDF.com_Creature_Teacher_-_RL_Stine.pdf,Creature Teacher,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_Fear_park_-_RL_Stine.pdf,Fear park,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_I_am_your_evil_twin_-_RL_Stine.pdf,I am your evil twin,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
_OceanofPDF.com_My_friends_call_me_monster_-_RL_Stine.pdf,My friends call me monster,RL Stine,EN,EXCLUDED,EXCLUDED,NON,specific-exclusion,nouverau livre EN
